order_date,sku,customer_segment,quantity,price,promotion_flag,region
2025-11-21,SKU-A100,Online,45,18.0,0,HR
2025-11-21,SKU-B200,Online,26,12.0,0,RS
2025-11-21,SKU-C300,Retail,24,29.0,0,RS
2025-11-22,SKU-A100,Online,36,18.0,1,BA
2025-11-22,SKU-B200,Retail,37,12.0,0,BA
2025-11-22,SKU-C300,Online,25,29.0,0,RS
2025-11-23,SKU-A100,Online,40,18.0,0,BA
2025-11-23,SKU-B200,Online,28,12.0,0,BA
2025-11-23,SKU-C300,Online,27,29.0,1,BA
2025-11-24,SKU-A100,Online,39,18.0,1,BA
2025-11-24,SKU-B200,B2B,28,12.0,0,RS
2025-11-24,SKU-C300,Retail,22,29.0,0,HR
2025-11-25,SKU-A100,Retail,50,18.0,0,BA
2025-11-25,SKU-B200,Retail,36,12.0,1,HR
2025-11-25,SKU-C300,Retail,30,29.0,0,RS
2025-11-26,SKU-A100,Retail,46,18.0,1,BA
2025-11-26,SKU-B200,Retail,25,12.0,1,RS
2025-11-26,SKU-C300,B2B,31,29.0,0,RS
2025-11-27,SKU-A100,Retail,40,18.0,1,HR
2025-11-27,SKU-B200,Retail,25,12.0,0,RS
2025-11-27,SKU-C300,B2B,13,29.0,1,BA
2025-11-28,SKU-A100,Online,43,18.0,0,RS
2025-11-28,SKU-B200,Retail,25,12.0,0,HR
2025-11-28,SKU-C300,Retail,28,29.0,0,RS
2025-11-29,SKU-A100,B2B,45,18.0,0,HR
2025-11-29,SKU-B200,Retail,34,12.0,0,RS
2025-11-29,SKU-C300,Online,16,29.0,1,RS
2025-11-30,SKU-A100,Online,37,18.0,1,BA
2025-11-30,SKU-B200,Online,31,12.0,0,HR
2025-11-30,SKU-C300,Online,20,29.0,0,BA
2025-12-01,SKU-A100,Retail,37,18.0,0,HR
2025-12-01,SKU-B200,Online,34,12.0,0,BA
2025-12-01,SKU-C300,Online,28,29.0,0,BA
2025-12-02,SKU-A100,Retail,51,18.0,1,BA
2025-12-02,SKU-B200,Online,22,12.0,0,BA
2025-12-02,SKU-C300,Retail,20,29.0,0,RS
2025-12-03,SKU-A100,Online,45,18.0,0,BA
2025-12-03,SKU-B200,Retail,27,12.0,0,BA
2025-12-03,SKU-C300,Retail,13,29.0,0,HR
2025-12-04,SKU-A100,Retail,34,18.0,1,RS
2025-12-04,SKU-B200,Online,21,12.0,0,RS
2025-12-04,SKU-C300,Online,19,29.0,0,HR
2025-12-05,SKU-A100,Retail,34,18.0,0,RS
2025-12-05,SKU-B200,B2B,32,12.0,0,HR
2025-12-05,SKU-C300,Retail,12,29.0,1,RS
2025-12-06,SKU-A100,B2B,51,18.0,0,HR
2025-12-06,SKU-B200,Retail,36,12.0,1,HR
2025-12-06,SKU-C300,Retail,25,29.0,0,HR
2025-12-07,SKU-A100,Online,51,18.0,0,HR
2025-12-07,SKU-B200,Retail,28,12.0,0,BA
2025-12-07,SKU-C300,Retail,27,29.0,0,RS
2025-12-08,SKU-A100,Retail,43,18.0,0,RS
2025-12-08,SKU-B200,Retail,37,12.0,1,BA
2025-12-08,SKU-C300,Online,25,29.0,0,HR
2025-12-09,SKU-A100,B2B,48,18.0,0,BA
2025-12-09,SKU-B200,Retail,25,12.0,0,BA
2025-12-09,SKU-C300,Retail,24,29.0,0,BA
2025-12-10,SKU-A100,B2B,44,18.0,0,RS
2025-12-10,SKU-B200,Retail,26,12.0,0,HR
2025-12-10,SKU-C300,Online,18,29.0,0,RS
2025-12-11,SKU-A100,B2B,43,18.0,0,BA
2025-12-11,SKU-B200,Online,22,12.0,0,RS
2025-12-11,SKU-C300,Retail,31,29.0,0,HR
2025-12-12,SKU-A100,Retail,49,18.0,0,HR
2025-12-12,SKU-B200,Retail,25,12.0,0,RS
2025-12-12,SKU-C300,Online,15,29.0,1,BA
2025-12-13,SKU-A100,Online,34,18.0,0,HR
2025-12-13,SKU-B200,B2B,20,12.0,0,RS
2025-12-13,SKU-C300,Retail,28,29.0,0,HR
2025-12-14,SKU-A100,B2B,51,18.0,0,HR
2025-12-14,SKU-B200,Retail,36,12.0,1,HR
2025-12-14,SKU-C300,Retail,20,29.0,1,HR
2025-12-15,SKU-A100,Retail,45,18.0,1,HR
2025-12-15,SKU-B200,Online,28,12.0,0,BA
2025-12-15,SKU-C300,Retail,26,29.0,0,BA
2025-12-16,SKU-A100,B2B,44,18.0,0,HR
2025-12-16,SKU-B200,B2B,31,12.0,0,RS
2025-12-16,SKU-C300,Online,28,29.0,0,RS
2025-12-17,SKU-A100,Online,36,18.0,0,BA
2025-12-17,SKU-B200,Online,19,12.0,0,BA
2025-12-17,SKU-C300,Online,24,29.0,0,HR
2025-12-18,SKU-A100,Retail,46,18.0,0,RS
2025-12-18,SKU-B200,B2B,24,12.0,1,HR
2025-12-18,SKU-C300,Retail,18,29.0,0,RS
2025-12-19,SKU-A100,Retail,45,18.0,0,RS
2025-12-19,SKU-B200,B2B,36,12.0,0,HR
2025-12-19,SKU-C300,B2B,12,29.0,0,BA
2025-12-20,SKU-A100,B2B,49,18.0,0,HR
2025-12-20,SKU-B200,B2B,28,12.0,1,RS
2025-12-20,SKU-C300,B2B,18,29.0,0,HR
2025-12-21,SKU-A100,Retail,33,18.0,0,HR
2025-12-21,SKU-B200,Online,38,12.0,0,HR
2025-12-21,SKU-C300,Retail,28,29.0,0,BA
2025-12-22,SKU-A100,Online,40,18.0,0,HR
2025-12-22,SKU-B200,B2B,20,12.0,0,HR
2025-12-22,SKU-C300,Retail,12,29.0,0,HR
2025-12-23,SKU-A100,B2B,34,18.0,1,HR
2025-12-23,SKU-B200,Retail,28,12.0,0,BA
2025-12-23,SKU-C300,Retail,19,29.0,0,BA
2025-12-24,SKU-A100,Retail,45,18.0,1,RS
2025-12-24,SKU-B200,Retail,20,12.0,0,HR
2025-12-24,SKU-C300,B2B,18,29.0,0,HR
2025-12-25,SKU-A100,Online,49,18.0,0,BA
2025-12-25,SKU-B200,B2B,38,12.0,0,HR
2025-12-25,SKU-C300,Online,22,29.0,1,HR
2025-12-26,SKU-A100,B2B,34,18.0,0,BA
2025-12-26,SKU-B200,Retail,28,12.0,0,HR
2025-12-26,SKU-C300,Online,16,29.0,0,RS
2025-12-27,SKU-A100,Online,38,18.0,1,BA
2025-12-27,SKU-B200,B2B,31,12.0,1,RS
2025-12-27,SKU-C300,B2B,19,29.0,0,RS
2025-12-28,SKU-A100,B2B,44,18.0,0,BA
2025-12-28,SKU-B200,Online,32,12.0,0,HR
2025-12-28,SKU-C300,Retail,26,29.0,1,BA
2025-12-29,SKU-A100,B2B,51,18.0,1,RS
2025-12-29,SKU-B200,B2B,28,12.0,0,RS
2025-12-29,SKU-C300,B2B,15,29.0,0,RS
2025-12-30,SKU-A100,Online,49,18.0,0,BA
2025-12-30,SKU-B200,B2B,34,12.0,0,RS
2025-12-30,SKU-C300,Online,15,29.0,0,RS
2025-12-31,SKU-A100,Retail,40,18.0,0,BA
2025-12-31,SKU-B200,B2B,20,12.0,0,BA
2025-12-31,SKU-C300,Online,18,29.0,1,BA
